"SUID","citcount","ct_count","isExcludedFromPaths","level","meshterms","name","pmid","pubdate","pubtypes","score","selected","shared name","title","type","wosid"
"401468",,"0","false",,"","Natl Publ Hlth Inst, Dept Epidemiol & Hlth Promot, Helsinki, Finland",,"20060501","","1","false","Natl Publ Hlth Inst, Dept Epidemiol & Hlth Promot, Helsinki, Finland",,"institution",
"401465",,"2","false",,"","Univ Helsinki",,"19991101","","7","false","Univ Helsinki",,"institution",
"401466",,"0","false",,"","Fdn Nutr Res, Helsinki, Finland",,"20060501","","1","false","Fdn Nutr Res, Helsinki, Finland",,"institution",
"401464",,"0","false",,"","Univ Helsinki, Inst Biomed, FIN-00014 Helsinki, Finland",,"20060501","","1","false","Univ Helsinki, Inst Biomed, FIN-00014 Helsinki, Finland",,"institution",
"401473",,"0","false",,"","Univ Helsinki, Cent Hosp, Div Cardiol, Dept Med, FIN-00170 Helsinki, Finland",,"20060501","","1","false","Univ Helsinki, Cent Hosp, Div Cardiol, Dept Med, FIN-00170 Helsinki, Finland",,"institution",
"401474",,"0","false",,"","Univ Helsinki, Dept Publ Hlth, Helsinki, Finland",,"20060501","","1","false","Univ Helsinki, Dept Publ Hlth, Helsinki, Finland",,"institution",
"401471",,"0","false",,"","Natl Publ Hlth Inst, Dept Hlth & Funct Capac, Helsinki, Finland",,"20060501","","1","false","Natl Publ Hlth Inst, Dept Hlth & Funct Capac, Helsinki, Finland",,"institution",
"401472",,"0","false",,"","Univ Helsinki, Dept Appl Food Chem & Microbiol, Helsinki, Finland",,"20060501","","1","false","Univ Helsinki, Dept Appl Food Chem & Microbiol, Helsinki, Finland",,"institution",
"401486",,"0","false",,"","Triserv Nursing Res Program, Bethesda, MD 20814 USA",,"20060101","","1","false","Triserv Nursing Res Program, Bethesda, MD 20814 USA",,"institution",
"401489",,"0","false",,"","Naval Ambulatory Care Ctr",,"20060101","","1","false","Naval Ambulatory Care Ctr",,"institution",
"401487",,"0","false",,"","Triserv Nursing Res Program",,"20060101","","1","false","Triserv Nursing Res Program",,"institution",
"401488",,"0","false",,"","Naval Ambulatory Care Ctr, Groton, CT USA",,"20060101","","1","false","Naval Ambulatory Care Ctr, Groton, CT USA",,"institution",
"401517",,"0","false",,"","Univ London Kings Coll",,"20060101","","1","false","Univ London Kings Coll",,"institution",
"401518",,"0","false",,"","Guys & St Thomas NHS Fdn Trust, Dept Chem Pathol, London, England",,"20060101","","1","false","Guys & St Thomas NHS Fdn Trust, Dept Chem Pathol, London, England",,"institution",
"401516",,"0","false",,"","Univ London Kings Coll, Div Reprod Hlth Endocrinol & Dev, London SE1 7EH, England",,"20060101","","1","false","Univ London Kings Coll, Div Reprod Hlth Endocrinol & Dev, London SE1 7EH, England",,"institution",
"401519",,"0","false",,"","Guys & St Thomas NHS Fdn Trust",,"20060101","","1","false","Guys & St Thomas NHS Fdn Trust",,"institution",
"401520",,"0","false",,"","Guy's & St Thomas' NHS Foundation Trust",,"20030401","","2","false","Guy's & St Thomas' NHS Foundation Trust",,"institution",
"401597",,"0","false",,"","University of Vienna",,"19950501","","3","false","University of Vienna",,"institution",
"401598",,"0","false",,"","Univ Vienna, Dept Internal Med 2, Div Cardiol, Vienna, Austria",,"20051201","","1","false","Univ Vienna, Dept Internal Med 2, Div Cardiol, Vienna, Austria",,"institution",
"401595",,"0","false",,"","Univ Vienna, Dept Clin Pharmacol, Div Clin Pharmacokinet, A-1090 Vienna, Austria",,"20051201","","1","false","Univ Vienna, Dept Clin Pharmacol, Div Clin Pharmacokinet, A-1090 Vienna, Austria",,"institution",
"401596",,"0","false",,"","Univ Vienna",,"20000128","","2","false","Univ Vienna",,"institution",
"401599",,"0","false",,"","Univ Vienna, Dept Internal Med 1, Div Infect Dis & Chemotherapy, Vienna, Austria",,"20051201","","1","false","Univ Vienna, Dept Internal Med 1, Div Infect Dis & Chemotherapy, Vienna, Austria",,"institution",
"401609",,"0","false",,"","UCL Royal Free & Univ Coll, Sch Med, Dept Clin Biochem, London, England",,"20051201","","1","false","UCL Royal Free & Univ Coll, Sch Med, Dept Clin Biochem, London, England",,"institution",
"401610",,"0","false",,"","UCL Royal Free & Univ Coll",,"20051201","","1","false","UCL Royal Free & Univ Coll",,"institution",
"401608",,"0","false",,"","Univ Ioannina, Sch Med, Physiol Lab, GR-45110 Ioannina, Greece",,"20051201","","1","false","Univ Ioannina, Sch Med, Physiol Lab, GR-45110 Ioannina, Greece",,"institution",
"401617",,"0","false",,"","Royal Comprehens Hlth Ctr, Dept Hlth Serv, Los Angeles, CA USA",,"20051201","","1","false","Royal Comprehens Hlth Ctr, Dept Hlth Serv, Los Angeles, CA USA",,"institution",
"401618",,"0","false",,"","Royal Comprehens Hlth Ctr",,"20051201","","1","false","Royal Comprehens Hlth Ctr",,"institution",
"401615",,"0","false",,"","USC, Keck Sch Med, Div Endocrinol, Los Angeles, CA USA",,"20051201","","1","false","USC, Keck Sch Med, Div Endocrinol, Los Angeles, CA USA",,"institution",
"401616",,"0","false",,"","USC",,"20051201","","1","false","USC",,"institution",
"401637",,"1","false",,"","Tech Univ Munich, Klinikum Rechts Isar, Nukl Med Klin, D-8000 Munich, Germany",,"20051201","","1","false","Tech Univ Munich, Klinikum Rechts Isar, Nukl Med Klin, D-8000 Munich, Germany",,"institution",
"401638",,"1","false",,"","Klinikum Univ Munchen, Abt Herzchirurg, Munich, Germany",,"20051201","","1","false","Klinikum Univ Munchen, Abt Herzchirurg, Munich, Germany",,"institution",
"401635",,"1","false",,"","Klinikum Univ Munchen",,"20051201","","1","false","Klinikum Univ Munchen",,"institution",
"401636",,"2","false",,"","University of Munich",,"19950401","","3","false","University of Munich",,"institution",
"401633",,"1","false",,"","Indiana Univ, Sch Med, Indianapolis, IN 46204 USA",,"20051201","","1","false","Indiana Univ, Sch Med, Indianapolis, IN 46204 USA",,"institution",
"401634",,"1","false",,"","Klinikum Univ Munchen, Inst Klin Chem, Munich, Germany",,"20051201","","1","false","Klinikum Univ Munchen, Inst Klin Chem, Munich, Germany",,"institution",
"401631",,"1","false",,"","Clarian Hlth Partners, Methodist Res Inst, Indianapolis, IN 46202 USA",,"20051201","","1","false","Clarian Hlth Partners, Methodist Res Inst, Indianapolis, IN 46202 USA",,"institution",
"401632",,"1","false",,"","Clarian Hlth Partners",,"20051201","","1","false","Clarian Hlth Partners",,"institution",
"401669",,"1","false",,"","Univ N Texas",,"20000208","","2","false","Univ N Texas",,"institution",
"401670",,"1","false",,"","University of North Texas Health Science Center",,"20000208","","2","false","University of North Texas Health Science Center",,"institution",
"401668",,"0","false",,"","Univ N Texas, Hlth Sci Ctr, Dept Internal Med, Ft Worth, TX 76107 USA",,"20051215","","1","false","Univ N Texas, Hlth Sci Ctr, Dept Internal Med, Ft Worth, TX 76107 USA",,"institution",
"401677",,"2","false",,"","Cornell Univ",,"19990915","","6","false","Cornell Univ",,"institution",
"401675",,"0","false",,"","Merck Res Labs, Rahway, NJ USA",,"20051215","","1","false","Merck Res Labs, Rahway, NJ USA",,"institution",
"401676",,"0","false",,"","Cornell Univ, Weill Med Coll, New York, NY USA",,"20051215","","1","false","Cornell Univ, Weill Med Coll, New York, NY USA",,"institution",
"401673",,"0","false",,"","S Texas Vet Hlth Care Syst",,"20051215","","1","false","S Texas Vet Hlth Care Syst",,"institution",
"401674",,"0","false",,"","Audie L. Murphy Memorial Veterans Hospital",,"20051215","","1","false","Audie L. Murphy Memorial Veterans Hospital",,"institution",
"401671",,"1","false",,"","University of North Texas System",,"20000208","","2","false","University of North Texas System",,"institution",
"401672",,"0","false",,"","S Texas Vet Hlth Care Syst, Audie L Murphy Div, San Antonio, TX USA",,"20051215","","1","false","S Texas Vet Hlth Care Syst, Audie L Murphy Div, San Antonio, TX USA",,"institution",
"401685",,"0","false",,"","Trinity College Dublin",,"19990501","","2","false","Trinity College Dublin",,"institution",
"401683",,"0","false",,"","Adelaide & Meath Hosp Dublin, Dublin 24, Ireland",,"20051201","","1","false","Adelaide & Meath Hosp Dublin, Dublin 24, Ireland",,"institution",
"401684",,"0","false",,"","Adelaide & Meath Hosp Dublin",,"20051201","","1","false","Adelaide & Meath Hosp Dublin",,"institution",
"401679",,"0","false",,"","Univ Hosp, Serv Endocrinol Diabetol, Dijon, France",,"20051101","","1","false","Univ Hosp, Serv Endocrinol Diabetol, Dijon, France",,"institution",
"401680",,"1","false",,"","Univ Hosp",,"20030301","","5","false","Univ Hosp",,"institution",
"401694",,"0","false",,"","UCL Royal Free & Univ Coll Med Sch, Middlesex Hosp, Dept Med, London W1N 8AA, England",,"20051201","","1","false","UCL Royal Free & Univ Coll Med Sch, Middlesex Hosp, Dept Med, London W1N 8AA, England",,"institution",
"401691",,"0","false",,"","Jacksonville Ctr Clin Res, Jacksonville, FL 32216 USA",,"20051201","","1","false","Jacksonville Ctr Clin Res, Jacksonville, FL 32216 USA",,"institution",
"401688",,"0","false",,"","Univ Montreal, Montreal Heart Inst, Dept Med, Montreal, PQ H3T 1J4, Canada",,"20051201","","1","false","Univ Montreal, Montreal Heart Inst, Dept Med, Montreal, PQ H3T 1J4, Canada",,"institution",
"401705",,"0","false",,"","Pfizer Global Res & Dev, Ann Arbor, MI 48105 USA",,"20050101","","1","false","Pfizer Global Res & Dev, Ann Arbor, MI 48105 USA",,"institution",
"401706",,"0","false",,"","Pfizer Global Res & Dev",,"20050101","","1","false","Pfizer Global Res & Dev",,"institution",
"401703",,"0","false",,"","Pharsight Corp, Mountain View, CA 94040 USA",,"20050101","","1","false","Pharsight Corp, Mountain View, CA 94040 USA",,"institution",
"401704",,"0","false",,"","Pharsight Corp",,"20050101","","1","false","Pharsight Corp",,"institution",
"401717",,"0","false",,"","Hop Nord Marseille, Clin Invest Ctr, Marseille, France",,"20051201","","1","false","Hop Nord Marseille, Clin Invest Ctr, Marseille, France",,"institution",
"401718",,"0","false",,"","Hop Nord Marseille",,"20051201","","1","false","Hop Nord Marseille",,"institution",
"401715",,"0","false",,"","Hosp Ramon y Cajal, Dept Cardiol, E-28034 Madrid, Spain",,"20051201","","1","false","Hosp Ramon y Cajal, Dept Cardiol, E-28034 Madrid, Spain",,"institution",
"401716",,"0","false",,"","Hosp Ramon y Cajal",,"19990801","","3","false","Hosp Ramon y Cajal",,"institution",
"401725",,"0","false",,"","SUNY Syracuse, Dept Med, Hlth Sci Ctr, Syracuse, NY 13202 USA",,"20051212","","1","false","SUNY Syracuse, Dept Med, Hlth Sci Ctr, Syracuse, NY 13202 USA",,"institution",
"401726",,"0","false",,"","SUNY Syracuse",,"20051212","","1","false","SUNY Syracuse",,"institution",
"401721",,"0","false",,"","Taipei Vet Gen Hosp, Dept Cardiol, Taipei, Taiwan",,"20051201","","1","false","Taipei Vet Gen Hosp, Dept Cardiol, Taipei, Taiwan",,"institution",
"401722",,"0","false",,"","Merck & Co Inc, Brussels, Belgium",,"20051201","","1","false","Merck & Co Inc, Brussels, Belgium",,"institution",
"401719",,"0","false",,"","Assistance Publique-Hopitaux de Marseille",,"20051101","","2","false","Assistance Publique-Hopitaux de Marseille",,"institution",
"401720",,"0","false",,"","Natl Yang Ming Univ, Sch Med, Taipei 112, Taiwan",,"20051201","","1","false","Natl Yang Ming Univ, Sch Med, Taipei 112, Taiwan",,"institution",
"401727",,"0","false",,"","State University of New York (SUNY) College of Environmental Science & Forestry",,"20051212","","1","false","State University of New York (SUNY) College of Environmental Science & Forestry",,"institution",
"401781",,"0","false",,"","Cent Food Technol Res Inst",,"20050701","","1","false","Cent Food Technol Res Inst",,"institution",
"401782",,"0","false",,"","Central Food Technological Research Institute - India",,"20050701","","1","false","Central Food Technological Research Institute - India",,"institution",
"401780",,"0","false",,"","Cent Food Technol Res Inst, Dept Biochem & Nutr, Mysore 570020, Karnataka, India",,"20050701","","1","false","Cent Food Technol Res Inst, Dept Biochem & Nutr, Mysore 570020, Karnataka, India",,"institution",
"401790",,"0","false",,"","Hop Jean Verdier, Serv Endocrinol Diabetol & Nutr, F-93143 Bondy, France",,"20050910","","1","false","Hop Jean Verdier, Serv Endocrinol Diabetol & Nutr, F-93143 Bondy, France",,"institution",
"401783",,"0","false",,"","Council of Scientific & Industrial Research (CSIR) - India",,"20050701","","1","false","Council of Scientific & Industrial Research (CSIR) - India",,"institution",
"401791",,"0","false",,"","Hop Jean Verdier",,"20050910","","1","false","Hop Jean Verdier",,"institution",
"401805",,"2","false",,"","University of Turku",,"19950301","","4","false","University of Turku",,"institution",
"401806",,"0","false",,"","Univ Turku, Dept Med, Res Ctr Appl & Prevent Cardiovasc Med, FIN-20521 Turku, Finland",,"20051213","","1","false","Univ Turku, Dept Med, Res Ctr Appl & Prevent Cardiovasc Med, FIN-20521 Turku, Finland",,"institution",
"401803",,"0","false",,"","Univ Turku, Dept Clin Physiol, FIN-20521 Turku, Finland",,"20051213","","1","false","Univ Turku, Dept Clin Physiol, FIN-20521 Turku, Finland",,"institution",
"401804",,"0","false",,"","Univ Turku",,"20051213","","1","false","Univ Turku",,"institution",
"401813",,"0","false",,"","Sanofi Aventis, Dept US Med Affairs, Bridgewater, NJ 08807 USA",,"20051001","","1","false","Sanofi Aventis, Dept US Med Affairs, Bridgewater, NJ 08807 USA",,"institution",
"401814",,"0","false",,"","Sanofi Aventis",,"20051001","","1","false","Sanofi Aventis",,"institution",
"401807",,"0","false",,"","Univ Turku, Dept Pediat, FIN-20521 Turku, Finland",,"20051213","","1","false","Univ Turku, Dept Pediat, FIN-20521 Turku, Finland",,"institution",
"401808",,"0","false",,"","Univ Helsinki, Hosp Children & Adolescents, Helsinki, Finland",,"20051213","","1","false","Univ Helsinki, Hosp Children & Adolescents, Helsinki, Finland",,"institution",
"401817",,"0","false",,"","I3 Magnifi Ingenix Epidemiol",,"20051001","","1","false","I3 Magnifi Ingenix Epidemiol",,"institution",
"401815",,"0","false",,"","Sanofi-Aventis",,"20051001","","1","false","Sanofi-Aventis",,"institution",
"401816",,"0","false",,"","I3 Magnifi Ingenix Epidemiol, Auburndale, MA USA",,"20051001","","1","false","I3 Magnifi Ingenix Epidemiol, Auburndale, MA USA",,"institution",
"401841",,"0","false",,"","UFRGS",,"20051101","","1","false","UFRGS",,"institution",
"401842",,"0","false",,"","UFRGS, Ctr Diagnost Cardiol, Porto Alegre, RS, Brazil",,"20051101","","1","false","UFRGS, Ctr Diagnost Cardiol, Porto Alegre, RS, Brazil",,"institution",
"401840",,"0","false",,"","UFRGS, Dept Genet, Inst Biociencias, BR-91501970 Porto Alegre, RS, Brazil",,"20051101","","1","false","UFRGS, Dept Genet, Inst Biociencias, BR-91501970 Porto Alegre, RS, Brazil",,"institution",
"401854",,"0","false",,"","Univ Med Ctr Groningen, Dept Endocrinol, NL-9700 RB Groningen, Netherlands",,"20051201","","1","false","Univ Med Ctr Groningen, Dept Endocrinol, NL-9700 RB Groningen, Netherlands",,"institution",
"401859",,"0","false",,"","Erasmus Univ, Med Ctr, Dept Biochem & Cell Biol, Rotterdam, Netherlands",,"20051201","","1","false","Erasmus Univ, Med Ctr, Dept Biochem & Cell Biol, Rotterdam, Netherlands",,"institution",
"401860",,"0","false",,"","Erasmus Univ, Med Ctr, Dept Genet, Rotterdam, Netherlands",,"20051201","","1","false","Erasmus Univ, Med Ctr, Dept Genet, Rotterdam, Netherlands",,"institution",
"401857",,"0","false",,"","Univ Groningen, Dept Dietet, NL-9700 AB Groningen, Netherlands",,"20051201","","1","false","Univ Groningen, Dept Dietet, NL-9700 AB Groningen, Netherlands",,"institution",
"401858",,"0","false",,"","Univ Amsterdam, Acad Med Ctr, Dept Expt Hepatol, NL-1105 AZ Amsterdam, Netherlands",,"20051201","","1","false","Univ Amsterdam, Acad Med Ctr, Dept Expt Hepatol, NL-1105 AZ Amsterdam, Netherlands",,"institution",
"401855",,"0","false",,"","Univ Med Ctr Groningen",,"20051201","","1","false","Univ Med Ctr Groningen",,"institution",
"401856",,"0","false",,"","Univ Groningen, Dept Endocrinol, NL-9700 AB Groningen, Netherlands",,"20051201","","1","false","Univ Groningen, Dept Endocrinol, NL-9700 AB Groningen, Netherlands",,"institution",
"401885",,"0","false",,"","Universidad de La Frontera",,"20051201","","1","false","Universidad de La Frontera",,"institution",
"401883",,"0","false",,"","Univ La Frontera, Sch Med, Temuco, Chile",,"20051201","","1","false","Univ La Frontera, Sch Med, Temuco, Chile",,"institution",
"401884",,"0","false",,"","Univ La Frontera",,"20051201","","1","false","Univ La Frontera",,"institution",
"401882",,"0","false",,"","Univ Sao Paulo, Dept Clin & Toxicol Anal, Sch Pharmaceut Sci, Sao Paulo, Brazil",,"20051201","","1","false","Univ Sao Paulo, Dept Clin & Toxicol Anal, Sch Pharmaceut Sci, Sao Paulo, Brazil",,"institution",
"401901",,"1","false",,"","Acad Med Ctr",,"20051101","","1","false","Acad Med Ctr",,"institution",
"401902",,"1","false",,"","Deventer Hosp, Dept Cardiol, Deventer, Netherlands",,"20051101","","1","false","Deventer Hosp, Dept Cardiol, Deventer, Netherlands",,"institution",
"401899",,"1","false",,"","Amphia Hosp",,"20051101","","1","false","Amphia Hosp",,"institution",
"401900",,"1","false",,"","Acad Med Ctr, Dept Cardiol, Amsterdam, Netherlands",,"20051101","","1","false","Acad Med Ctr, Dept Cardiol, Amsterdam, Netherlands",,"institution",
"401897",,"1","false",,"","Oosterschelde Hosp",,"20051101","","1","false","Oosterschelde Hosp",,"institution",
"401898",,"1","false",,"","Amphia Hosp, Breda, Netherlands",,"20051101","","1","false","Amphia Hosp, Breda, Netherlands",,"institution",
"401896",,"1","false",,"","Oosterschelde Hosp, Goes, Netherlands",,"20051101","","1","false","Oosterschelde Hosp, Goes, Netherlands",,"institution",
"401903",,"1","false",,"","Deventer Hosp",,"20051101","","1","false","Deventer Hosp",,"institution",
"401904",,"1","false",,"","Acad Med Ctr, Dept Biostat, Amsterdam, Netherlands",,"20051101","","1","false","Acad Med Ctr, Dept Biostat, Amsterdam, Netherlands",,"institution",
"401913",,"0","false",,"","Med Univ S Carolina, Dept Pharm & Clin Sci, Charleston, SC 29425 USA",,"20051201","","1","false","Med Univ S Carolina, Dept Pharm & Clin Sci, Charleston, SC 29425 USA",,"institution",
"401914",,"0","false",,"","Med Univ S Carolina, Dept Family Med, Charleston, SC 29425 USA",,"20051201","","1","false","Med Univ S Carolina, Dept Family Med, Charleston, SC 29425 USA",,"institution",
"401933",,"0","false",,"","Sahlgrenska Acad",,"20051201","","1","false","Sahlgrenska Acad",,"institution",
"401934",,"0","false",,"","Univ Hosp, Linkoping, Sweden",,"20051201","","1","false","Univ Hosp, Linkoping, Sweden",,"institution",
"401931",,"0","false",,"","Univ Hlth Network, Toronto, ON, Canada",,"20051201","","1","false","Univ Hlth Network, Toronto, ON, Canada",,"institution",
"401932",,"0","false",,"","Sahlgrenska Acad, Gothenburg, Sweden",,"20051201","","1","false","Sahlgrenska Acad, Gothenburg, Sweden",,"institution",
"401929",,"0","false",,"","Natl Hosp Norway",,"20051201","","1","false","Natl Hosp Norway",,"institution",
"401930",,"0","false",,"","Univ Hosp, Uppsala, Sweden",,"20051201","","1","false","Univ Hosp, Uppsala, Sweden",,"institution",
"401928",,"0","false",,"","Natl Hosp Norway, N-0027 Oslo, Norway",,"20051201","","1","false","Natl Hosp Norway, N-0027 Oslo, Norway",,"institution",
"401941",,"0","false",,"","Univ Med Berlin, Berlin, Germany",,"20051201","","1","false","Univ Med Berlin, Berlin, Germany",,"institution",
"401942",,"0","false",,"","Univ Med Berlin",,"20051201","","1","false","Univ Med Berlin",,"institution",
"401939",,"1","false",,"","Aarhus University",,"19880701","","3","false","Aarhus University",,"institution",
"401940",,"0","false",,"","Univ Helsinki, Cent Hosp, Helsinki, Finland",,"20051201","","1","false","Univ Helsinki, Cent Hosp, Helsinki, Finland",,"institution",
"401937",,"0","false",,"","Skejby Hosp, Aarhus, Denmark",,"20051201","","1","false","Skejby Hosp, Aarhus, Denmark",,"institution",
"401938",,"0","false",,"","Skejby Hosp",,"20051201","","1","false","Skejby Hosp",,"institution",
"401935",,"0","false",,"","Ullevaal Univ Hosp, Oslo, Norway",,"20051201","","1","false","Ullevaal Univ Hosp, Oslo, Norway",,"institution",
"401936",,"0","false",,"","Ullevaal Univ Hosp",,"20051201","","1","false","Ullevaal Univ Hosp",,"institution",
"401947",,"2","false",,"","Novartis Switzerland",,"19950713","","4","false","Novartis Switzerland",,"institution",
"401948",,"0","false",,"","Univ Glasgow, Glasgow G12 8QQ, Lanark, Scotland",,"20051201","","1","false","Univ Glasgow, Glasgow G12 8QQ, Lanark, Scotland",,"institution",
"401945",,"0","false",,"","Novartis Pharma AG, Basel, Switzerland",,"20051201","","1","false","Novartis Pharma AG, Basel, Switzerland",,"institution",
"401946",,"0","false",,"","Novartis Pharma AG",,"19990801","","2","false","Novartis Pharma AG",,"institution",
"401943",,"0","false",,"","Univ Hosp, Louvain, Belgium",,"20051201","","1","false","Univ Hosp, Louvain, Belgium",,"institution",
"401944",,"0","false",,"","Univ Hosp, Zurich, Switzerland",,"20051201","","1","false","Univ Hosp, Zurich, Switzerland",,"institution",
"401955",,"0","false",,"","Univ Victor Segalen Bordeaux 2, Ctr Henri Choussat, Dept Geriatr Med, Hop Xavier Arnozan, F-33604 Pessac, France",,"20051119","","1","false","Univ Victor Segalen Bordeaux 2, Ctr Henri Choussat, Dept Geriatr Med, Hop Xavier Arnozan, F-33604 Pessac, France",,"institution",
"401956",,"0","false",,"","Univ Victor Segalen Bordeaux 2",,"20051119","","1","false","Univ Victor Segalen Bordeaux 2",,"institution",
"401965",,"0","false",,"","Provident Clin Res, Bloomington, IN 47403 USA",,"20051107","","1","false","Provident Clin Res, Bloomington, IN 47403 USA",,"institution",
"401966",,"0","false",,"","Provident Clin Res",,"20051107","","1","false","Provident Clin Res",,"institution",
"401973",,"0","false",,"","Baylor Coll Med, Dept Med, Sect Atherosclerosis, Houston, TX 77030 USA",,"20051107","","1","false","Baylor Coll Med, Dept Med, Sect Atherosclerosis, Houston, TX 77030 USA",,"institution",
"401971",,"0","false",,"","Methodist DeBakey Heart Ctr, Ctr Cardiovasc Dis Prevent, Houston, TX 77030 USA",,"20051107","","1","false","Methodist DeBakey Heart Ctr, Ctr Cardiovasc Dis Prevent, Houston, TX 77030 USA",,"institution",
"401972",,"0","false",,"","Methodist DeBakey Heart Ctr",,"20051107","","1","false","Methodist DeBakey Heart Ctr",,"institution",
"401969",,"0","false",,"","Rush Univ, Med Ctr, Prevent Cardiol Ctr, Chicago, IL 60612 USA",,"20051107","","1","false","Rush Univ, Med Ctr, Prevent Cardiol Ctr, Chicago, IL 60612 USA",,"institution",
"401967",,"0","false",,"","Radiant Res, Chicago, IL USA",,"20051107","","1","false","Radiant Res, Chicago, IL USA",,"institution",
"401968",,"1","false",,"","Radiant Res",,"20030520","","2","false","Radiant Res",,"institution",
"401981",,"0","false",,"","Riverside Methodist Hosp",,"20051101","","1","false","Riverside Methodist Hosp",,"institution",
"401980",,"0","false",,"","Riverside Methodist Hosp, McConnell Heart Hlth Ctr, Columbus, OH 43214 USA",,"20051101","","1","false","Riverside Methodist Hosp, McConnell Heart Hlth Ctr, Columbus, OH 43214 USA",,"institution",
"402005",,"0","false",,"","Lund Univ, Univ Hosp MAS, Dept Med, Malmo, Sweden",,"20051230","","1","false","Lund Univ, Univ Hosp MAS, Dept Med, Malmo, Sweden",,"institution",
"402006",,"1","false",,"","Lund Univ",,"20030101","","2","false","Lund Univ",,"institution",
"402003",,"0","false",,"","Univ Calif Los Angeles, Burns & Allen Res Inst, Cedars Sinai Med Ctr, Los Angeles, CA USA",,"20051230","","1","false","Univ Calif Los Angeles, Burns & Allen Res Inst, Cedars Sinai Med Ctr, Los Angeles, CA USA",,"institution",
"402004",,"0","false",,"","Univ Calif Los Angeles, David Geffen Sch Med, Los Angeles, CA USA",,"20051230","","1","false","Univ Calif Los Angeles, David Geffen Sch Med, Los Angeles, CA USA",,"institution",
"402002",,"0","false",,"","Univ Calif Los Angeles, Atherosclerosis Res Ctr, Dept Med, Div Cardiol, Los Angeles, CA 90024 USA",,"20051230","","1","false","Univ Calif Los Angeles, Atherosclerosis Res Ctr, Dept Med, Div Cardiol, Los Angeles, CA 90024 USA",,"institution",
